R,state,tier,P_leader_ge1_prob,P_leader_ge1_line10,P_total_ge1_prob,P_total_ge1_line10,P_margin_ge4_prob,P_margin_ge4_line10
287,not_pulled_PP,0.4,0.4981,2.209,0.6379,1.724,0.3612,3.045
287,not_pulled_PP,0.55,0.5675,1.938,0.7108,1.548,0.4223,2.605
287,not_pulled_PP,0.7,0.6269,1.755,0.7706,1.427,0.4731,2.325
287,not_pulled_PP,0.85,0.671,1.639,0.8154,1.349,0.5124,2.147
287,pulled,0.25,0.7727,1.424,0.8863,1.241,0.615,1.789
287,pulled,0.4,0.7727,1.424,0.8863,1.241,0.615,1.789
287,pulled,0.55,0.7727,1.424,0.8863,1.241,0.615,1.789
287,pulled,0.7,0.7728,1.423,0.8863,1.241,0.615,1.789
287,pulled,0.85,0.773,1.423,0.8866,1.241,0.6153,1.788
286,not_pulled_EV,0.25,0.3418,3.218,0.4585,2.399,0.2523,4.361
286,not_pulled_EV,0.4,0.3949,2.786,0.5148,2.137,0.2991,3.678
286,not_pulled_EV,0.55,0.4497,2.446,0.5727,1.921,0.348,3.161
286,not_pulled_EV,0.7,0.507,2.17,0.6326,1.739,0.3975,2.767
286,not_pulled_EV,0.85,0.567,1.94,0.6948,1.583,0.4509,2.439
286,not_pulled_PP,0.25,0.4136,2.66,0.5513,1.995,0.2895,3.8
286,not_pulled_PP,0.4,0.4976,2.211,0.6375,1.726,0.3612,3.046
286,not_pulled_PP,0.55,0.5673,1.939,0.7106,1.548,0.4225,2.604
286,not_pulled_PP,0.7,0.6266,1.756,0.7704,1.428,0.4733,2.324
286,not_pulled_PP,0.85,0.6707,1.64,0.8152,1.349,0.5126,2.146
286,pulled,0.25,0.7717,1.425,0.8855,1.242,0.6146,1.79
286,pulled,0.4,0.7717,1.425,0.8855,1.242,0.6146,1.79
286,pulled,0.55,0.7717,1.425,0.8855,1.242,0.6146,1.79
286,pulled,0.7,0.7718,1.425,0.8855,1.242,0.6146,1.79
286,pulled,0.85,0.7721,1.425,0.8858,1.242,0.6149,1.789
285,not_pulled_EV,0.25,0.3404,3.231,0.457,2.407,0.2515,4.375
285,not_pulled_EV,0.4,0.3933,2.797,0.5131,2.144,0.2981,3.689
285,not_pulled_EV,0.55,0.4482,2.454,0.5711,1.926,0.3471,3.169
285,not_pulled_EV,0.7,0.5056,2.176,0.6312,1.743,0.3967,2.773
285,not_pulled_EV,0.85,0.5658,1.944,0.6935,1.586,0.4503,2.443
285,not_pulled_PP,0.25,0.413,2.663,0.5507,1.997,0.2893,3.802
285,not_pulled_PP,0.4,0.4971,2.213,0.637,1.727,0.3611,3.046
285,not_pulled_PP,0.55,0.567,1.94,0.7105,1.548,0.4227,2.602
285,not_pulled_PP,0.7,0.6263,1.756,0.7703,1.428,0.4736,2.323
285,not_pulled_PP,0.85,0.6704,1.641,0.8149,1.35,0.5127,2.145
285,pulled,0.25,0.7708,1.427,0.8847,1.243,0.6142,1.791
285,pulled,0.4,0.7708,1.427,0.8847,1.243,0.6142,1.791
285,pulled,0.55,0.7708,1.427,0.8847,1.243,0.6142,1.791
285,pulled,0.7,0.7709,1.427,0.8847,1.243,0.6142,1.791
285,pulled,0.85,0.7712,1.426,0.8849,1.243,0.6145,1.79
284,not_pulled_EV,0.25,0.339,3.245,0.4555,2.415,0.2506,4.389
284,not_pulled_EV,0.4,0.3918,2.808,0.5115,2.151,0.2972,3.701
284,not_pulled_EV,0.55,0.4468,2.462,0.5695,1.931,0.3463,3.176
284,not_pulled_EV,0.7,0.5042,2.182,0.6298,1.747,0.3959,2.778
284,not_pulled_EV,0.85,0.5646,1.948,0.6923,1.589,0.4496,2.447
284,not_pulled_PP,0.25,0.4125,2.667,0.5501,2.0,0.2892,3.803
284,not_pulled_PP,0.4,0.4966,2.215,0.6365,1.728,0.3611,3.046
284,not_pulled_PP,0.55,0.5668,1.941,0.7104,1.549,0.423,2.601
284,not_pulled_PP,0.7,0.6261,1.757,0.7702,1.428,0.4738,2.322
284,not_pulled_PP,0.85,0.6701,1.641,0.8146,1.35,0.5129,2.145
284,pulled,0.25,0.7699,1.429,0.8839,1.245,0.6138,1.792
284,pulled,0.4,0.7699,1.429,0.8839,1.245,0.6138,1.792
284,pulled,0.55,0.7699,1.429,0.8839,1.245,0.6138,1.792
284,pulled,0.7,0.77,1.429,0.8839,1.245,0.6138,1.792
284,pulled,0.85,0.7702,1.428,0.8841,1.244,0.6141,1.791
283,not_pulled_EV,0.25,0.3376,3.258,0.454,2.423,0.2498,4.403
283,not_pulled_EV,0.4,0.3902,2.819,0.5098,2.158,0.2963,3.713
283,not_pulled_EV,0.55,0.4454,2.47,0.5679,1.937,0.3454,3.184
283,not_pulled_EV,0.7,0.5029,2.188,0.6283,1.751,0.3952,2.784
283,not_pulled_EV,0.85,0.5634,1.952,0.691,1.592,0.4489,2.45
283,not_pulled_PP,0.25,0.4119,2.671,0.5495,2.002,0.2891,3.805
283,not_pulled_PP,0.4,0.4961,2.217,0.636,1.729,0.3611,3.046
283,not_pulled_PP,0.55,0.5666,1.941,0.7102,1.549,0.4232,2.599
283,not_pulled_PP,0.7,0.6258,1.758,0.77,1.429,0.474,2.321
283,not_pulled_PP,0.85,0.6698,1.642,0.8144,1.351,0.513,2.144
283,pulled,0.25,0.7689,1.431,0.883,1.246,0.6134,1.793
283,pulled,0.4,0.7689,1.431,0.883,1.246,0.6134,1.793
283,pulled,0.55,0.7689,1.431,0.883,1.246,0.6134,1.793
283,pulled,0.7,0.769,1.43,0.8831,1.246,0.6134,1.793
283,pulled,0.85,0.7693,1.43,0.8833,1.245,0.6137,1.792
282,not_pulled_EV,0.25,0.3362,3.272,0.4525,2.431,0.249,4.417
282,not_pulled_EV,0.4,0.3887,2.83,0.5082,2.165,0.2954,3.724
282,not_pulled_EV,0.55,0.4439,2.478,0.5664,1.942,0.3446,3.192
282,not_pulled_EV,0.7,0.5015,2.194,0.6269,1.755,0.3944,2.789
282,not_pulled_EV,0.85,0.5622,1.957,0.6897,1.595,0.4482,2.454
282,not_pulled_PP,0.25,0.4113,2.674,0.5488,2.004,0.289,3.807
282,not_pulled_PP,0.4,0.4957,2.219,0.6356,1.731,0.3611,3.047
282,not_pulled_PP,0.55,0.5663,1.942,0.7101,1.549,0.4234,2.598
282,not_pulled_PP,0.7,0.6255,1.759,0.7699,1.429,0.4743,2.319
282,not_pulled_PP,0.85,0.6695,1.643,0.8141,1.351,0.5132,2.143
282,pulled,0.25,0.768,1.432,0.8822,1.247,0.613,1.794
282,pulled,0.4,0.768,1.432,0.8822,1.247,0.613,1.794
282,pulled,0.55,0.768,1.432,0.8822,1.247,0.613,1.794
282,pulled,0.7,0.7681,1.432,0.8822,1.247,0.613,1.794
282,pulled,0.85,0.7684,1.432,0.8825,1.247,0.6133,1.794
281,not_pulled_EV,0.25,0.3348,3.286,0.451,2.439,0.2482,4.432
281,not_pulled_EV,0.4,0.3871,2.841,0.5065,2.172,0.2944,3.736
281,not_pulled_EV,0.55,0.4425,2.486,0.5648,1.948,0.3438,3.2
281,not_pulled_EV,0.7,0.5001,2.2,0.6255,1.759,0.3936,2.795
281,not_pulled_EV,0.85,0.561,1.961,0.6885,1.598,0.4476,2.458
281,not_pulled_PP,0.25,0.4108,2.678,0.5482,2.006,0.2888,3.808
281,not_pulled_PP,0.4,0.4952,2.221,0.6351,1.732,0.361,3.047
281,not_pulled_PP,0.55,0.5661,1.943,0.7099,1.549,0.4237,2.596
281,not_pulled_PP,0.7,0.6253,1.759,0.7697,1.429,0.4745,2.318
281,not_pulled_PP,0.85,0.6692,1.644,0.8139,1.352,0.5133,2.143
281,pulled,0.25,0.767,1.434,0.8814,1.248,0.6126,1.796
281,pulled,0.4,0.767,1.434,0.8814,1.248,0.6126,1.796
281,pulled,0.55,0.767,1.434,0.8814,1.248,0.6126,1.796
281,pulled,0.7,0.7671,1.434,0.8814,1.248,0.6126,1.796
281,pulled,0.85,0.7674,1.433,0.8816,1.248,0.6129,1.795
280,not_pulled_EV,0.25,0.3334,3.299,0.4495,2.447,0.2474,4.446
280,not_pulled_EV,0.4,0.3856,2.853,0.5049,2.179,0.2935,3.748
280,not_pulled_EV,0.55,0.441,2.494,0.5632,1.953,0.3429,3.208
280,not_pulled_EV,0.7,0.4987,2.206,0.6241,1.763,0.3928,2.8
280,not_pulled_EV,0.85,0.5598,1.965,0.6872,1.601,0.4469,2.461
280,not_pulled_PP,0.25,0.4102,2.682,0.5476,2.009,0.2887,3.81
280,not_pulled_PP,0.4,0.4947,2.224,0.6346,1.733,0.361,3.047
280,not_pulled_PP,0.55,0.5659,1.944,0.7098,1.55,0.4239,2.595
280,not_pulled_PP,0.7,0.625,1.76,0.7696,1.429,0.4747,2.317
280,not_pulled_PP,0.85,0.6689,1.644,0.8136,1.352,0.5135,2.142
280,pulled,0.25,0.7661,1.436,0.8806,1.249,0.6122,1.797
280,pulled,0.4,0.7661,1.436,0.8806,1.249,0.6122,1.797
280,pulled,0.55,0.7661,1.436,0.8806,1.249,0.6122,1.797
280,pulled,0.7,0.7662,1.436,0.8806,1.249,0.6122,1.797
280,pulled,0.85,0.7665,1.435,0.8808,1.249,0.6125,1.796
279,not_pulled_EV,0.25,0.332,3.313,0.448,2.456,0.2465,4.463
279,not_pulled_EV,0.4,0.3841,2.864,0.5033,2.186,0.2925,3.76
279,not_pulled_EV,0.55,0.4395,2.503,0.5616,1.959,0.3419,3.217
279,not_pulled_EV,0.7,0.4972,2.212,0.6225,1.767,0.3918,2.807
279,not_pulled_EV,0.85,0.5586,1.969,0.686,1.604,0.4462,2.465
279,not_pulled_PP,0.25,0.4095,2.686,0.5468,2.012,0.2884,3.814
279,not_pulled_PP,0.4,0.4941,2.226,0.6341,1.735,0.3609,3.048
279,not_pulled_PP,0.55,0.5655,1.945,0.7094,1.551,0.424,2.595
279,not_pulled_PP,0.7,0.6246,1.761,0.7693,1.43,0.4748,2.317
279,not_pulled_PP,0.85,0.6683,1.646,0.8131,1.353,0.5134,2.143
279,pulled,0.25,0.765,1.438,0.8797,1.25,0.6117,1.798
279,pulled,0.4,0.765,1.438,0.8797,1.25,0.6117,1.798
279,pulled,0.55,0.765,1.438,0.8797,1.25,0.6117,1.798
279,pulled,0.7,0.7651,1.438,0.8797,1.25,0.6117,1.798
279,pulled,0.85,0.7654,1.437,0.8799,1.25,0.612,1.797
278,not_pulled_EV,0.25,0.3306,3.327,0.4464,2.464,0.2456,4.479
278,not_pulled_EV,0.4,0.3827,2.875,0.5016,2.193,0.2915,3.773
278,not_pulled_EV,0.55,0.4381,2.511,0.56,1.964,0.3409,3.226
278,not_pulled_EV,0.7,0.4957,2.219,0.621,1.771,0.3908,2.815
278,not_pulled_EV,0.85,0.5575,1.973,0.6847,1.606,0.4455,2.469
278,not_pulled_PP,0.25,0.4087,2.691,0.5461,2.014,0.2881,3.818
278,not_pulled_PP,0.4,0.4935,2.229,0.6335,1.736,0.3609,3.048
278,not_pulled_PP,0.55,0.5651,1.947,0.709,1.551,0.424,2.594
278,not_pulled_PP,0.7,0.6241,1.763,0.769,1.43,0.4749,2.316
278,not_pulled_PP,0.85,0.6677,1.648,0.8127,1.354,0.5133,2.143
278,pulled,0.25,0.764,1.44,0.8787,1.252,0.6112,1.8
278,pulled,0.4,0.764,1.44,0.8787,1.252,0.6112,1.8
278,pulled,0.55,0.764,1.44,0.8787,1.252,0.6112,1.8
278,pulled,0.7,0.764,1.44,0.8787,1.252,0.6112,1.8
278,pulled,0.85,0.7643,1.439,0.8789,1.252,0.6115,1.799
277,not_pulled_EV,0.25,0.3292,3.341,0.4449,2.472,0.2447,4.496
277,not_pulled_EV,0.4,0.3812,2.886,0.5,2.2,0.2906,3.786
277,not_pulled_EV,0.55,0.4366,2.519,0.5584,1.97,0.3399,3.236
277,not_pulled_EV,0.7,0.4942,2.226,0.6194,1.776,0.3898,2.822
277,not_pulled_EV,0.85,0.5563,1.977,0.6835,1.609,0.4448,2.473
277,not_pulled_PP,0.25,0.408,2.696,0.5453,2.017,0.2878,3.822
277,not_pulled_PP,0.4,0.493,2.231,0.633,1.738,0.3608,3.049
277,not_pulled_PP,0.55,0.5646,1.948,0.7087,1.552,0.4241,2.594
277,not_pulled_PP,0.7,0.6237,1.764,0.7687,1.431,0.4749,2.316
277,not_pulled_PP,0.85,0.667,1.649,0.8122,1.354,0.5132,2.143
277,pulled,0.25,0.7629,1.442,0.8778,1.253,0.6107,1.801
277,pulled,0.4,0.7629,1.442,0.8778,1.253,0.6107,1.801
277,pulled,0.55,0.7629,1.442,0.8778,1.253,0.6107,1.801
277,pulled,0.7,0.763,1.442,0.8778,1.253,0.6107,1.801
277,pulled,0.85,0.7633,1.441,0.878,1.253,0.611,1.8
276,not_pulled_EV,0.25,0.3278,3.356,0.4434,2.481,0.2438,4.513
276,not_pulled_EV,0.4,0.3797,2.897,0.4984,2.207,0.2896,3.798
276,not_pulled_EV,0.55,0.4352,2.528,0.5568,1.976,0.339,3.245
276,not_pulled_EV,0.7,0.4927,2.232,0.6178,1.781,0.3889,2.829
276,not_pulled_EV,0.85,0.5551,1.981,0.6822,1.612,0.4441,2.477
276,not_pulled_PP,0.25,0.4073,2.701,0.5445,2.02,0.2875,3.826
276,not_pulled_PP,0.4,0.4924,2.234,0.6324,1.739,0.3607,3.049
276,not_pulled_PP,0.55,0.5642,1.95,0.7083,1.553,0.4241,2.594
276,not_pulled_PP,0.7,0.6232,1.765,0.7683,1.432,0.475,2.316
276,not_pulled_PP,0.85,0.6664,1.651,0.8117,1.355,0.5131,2.144
276,pulled,0.25,0.7618,1.444,0.8768,1.255,0.6102,1.803
276,pulled,0.4,0.7618,1.444,0.8768,1.255,0.6102,1.803
276,pulled,0.55,0.7618,1.444,0.8768,1.255,0.6102,1.803
276,pulled,0.7,0.7619,1.444,0.8768,1.255,0.6102,1.803
276,pulled,0.85,0.7622,1.443,0.877,1.254,0.6105,1.802
275,not_pulled_EV,0.25,0.3264,3.37,0.4418,2.49,0.2429,4.53
275,not_pulled_EV,0.4,0.3783,2.908,0.4968,2.214,0.2886,3.811
275,not_pulled_EV,0.55,0.4337,2.536,0.5552,1.981,0.338,3.255
275,not_pulled_EV,0.7,0.4912,2.239,0.6162,1.785,0.3879,2.836
275,not_pulled_EV,0.85,0.554,1.986,0.681,1.615,0.4434,2.481
275,not_pulled_PP,0.25,0.4066,2.706,0.5437,2.023,0.2872,3.83
275,not_pulled_PP,0.4,0.4918,2.237,0.6319,1.741,0.3606,3.05
275,not_pulled_PP,0.55,0.5638,1.951,0.7079,1.554,0.4242,2.593
275,not_pulled_PP,0.7,0.6228,1.766,0.768,1.432,0.4751,2.315
275,not_pulled_PP,0.85,0.6658,1.652,0.8113,1.356,0.513,2.144
275,pulled,0.25,0.7607,1.446,0.8759,1.256,0.6097,1.804
275,pulled,0.4,0.7607,1.446,0.8759,1.256,0.6097,1.804
275,pulled,0.55,0.7607,1.446,0.8759,1.256,0.6097,1.804
275,pulled,0.7,0.7608,1.446,0.8759,1.256,0.6097,1.804
275,pulled,0.85,0.7611,1.445,0.8761,1.256,0.61,1.803
274,not_pulled_EV,0.25,0.325,3.385,0.4403,2.498,0.2419,4.547
274,not_pulled_EV,0.4,0.3768,2.919,0.4951,2.222,0.2877,3.824
274,not_pulled_EV,0.55,0.4322,2.545,0.5536,1.987,0.337,3.264
274,not_pulled_EV,0.7,0.4898,2.246,0.6147,1.79,0.3869,2.843
274,not_pulled_EV,0.85,0.5528,1.99,0.6798,1.618,0.4427,2.485
274,not_pulled_PP,0.25,0.4058,2.711,0.543,2.026,0.2869,3.834
274,not_pulled_PP,0.4,0.4912,2.239,0.6314,1.742,0.3606,3.051
274,not_pulled_PP,0.55,0.5634,1.953,0.7076,1.555,0.4242,2.593
274,not_pulled_PP,0.7,0.6223,1.768,0.7677,1.433,0.4752,2.315
274,not_pulled_PP,0.85,0.6652,1.654,0.8108,1.357,0.5129,2.145
274,pulled,0.25,0.7597,1.448,0.8749,1.257,0.6092,1.806
274,pulled,0.4,0.7597,1.448,0.8749,1.257,0.6092,1.806
274,pulled,0.55,0.7597,1.448,0.8749,1.257,0.6092,1.806
274,pulled,0.7,0.7597,1.448,0.8749,1.257,0.6092,1.806
274,pulled,0.85,0.7601,1.447,0.8752,1.257,0.6095,1.805
273,not_pulled_EV,0.25,0.3236,3.399,0.4388,2.507,0.241,4.564
273,not_pulled_EV,0.4,0.3753,2.931,0.4935,2.229,0.2867,3.837
273,not_pulled_EV,0.55,0.4308,2.554,0.552,1.993,0.336,3.274
273,not_pulled_EV,0.7,0.4883,2.253,0.6131,1.794,0.3859,2.85
273,not_pulled_EV,0.85,0.5516,1.994,0.6785,1.621,0.442,2.489
273,not_pulled_PP,0.25,0.4051,2.715,0.5422,2.029,0.2866,3.838
273,not_pulled_PP,0.4,0.4906,2.242,0.6308,1.744,0.3605,3.051
273,not_pulled_PP,0.55,0.563,1.954,0.7072,1.555,0.4243,2.593
273,not_pulled_PP,0.7,0.6219,1.769,0.7674,1.433,0.4753,2.315
273,not_pulled_PP,0.85,0.6646,1.655,0.8103,1.357,0.5128,2.145
273,pulled,0.25,0.7586,1.45,0.874,1.259,0.6087,1.807
273,pulled,0.4,0.7586,1.45,0.874,1.259,0.6087,1.807
273,pulled,0.55,0.7586,1.45,0.874,1.259,0.6087,1.807
273,pulled,0.7,0.7586,1.45,0.874,1.259,0.6087,1.807
273,pulled,0.85,0.759,1.449,0.8742,1.258,0.609,1.806
272,not_pulled_EV,0.25,0.3222,3.414,0.4372,2.516,0.2401,4.581
272,not_pulled_EV,0.4,0.3739,2.942,0.4919,2.236,0.2857,3.85
272,not_pulled_EV,0.55,0.4293,2.562,0.5504,1.999,0.335,3.283
272,not_pulled_EV,0.7,0.4868,2.26,0.6115,1.799,0.3849,2.858
272,not_pulled_EV,0.85,0.5505,1.998,0.6773,1.624,0.4413,2.493
272,not_pulled_PP,0.25,0.4044,2.72,0.5414,2.032,0.2863,3.842
272,not_pulled_PP,0.4,0.4901,2.245,0.6303,1.745,0.3604,3.052
272,not_pulled_PP,0.55,0.5625,1.955,0.7068,1.556,0.4243,2.592
272,not_pulled_PP,0.7,0.6214,1.77,0.7671,1.434,0.4753,2.314
272,not_pulled_PP,0.85,0.6639,1.657,0.8099,1.358,0.5127,2.146
272,pulled,0.25,0.7575,1.452,0.873,1.26,0.6082,1.809
272,pulled,0.4,0.7575,1.452,0.873,1.26,0.6082,1.809
272,pulled,0.55,0.7575,1.452,0.873,1.26,0.6082,1.809
272,pulled,0.7,0.7576,1.452,0.873,1.26,0.6082,1.809
272,pulled,0.85,0.7579,1.451,0.8733,1.26,0.6085,1.808
271,not_pulled_EV,0.25,0.3208,3.429,0.4357,2.525,0.2392,4.598
271,not_pulled_EV,0.4,0.3724,2.954,0.4902,2.244,0.2847,3.863
271,not_pulled_EV,0.55,0.4279,2.571,0.5488,2.004,0.334,3.293
271,not_pulled_EV,0.7,0.4853,2.267,0.6099,1.804,0.3839,2.865
271,not_pulled_EV,0.85,0.5493,2.002,0.676,1.627,0.4406,2.497
271,not_pulled_PP,0.25,0.4036,2.725,0.5407,2.035,0.286,3.846
271,not_pulled_PP,0.4,0.4895,2.247,0.6297,1.747,0.3604,3.052
271,not_pulled_PP,0.55,0.5621,1.957,0.7064,1.557,0.4244,2.592
271,not_pulled_PP,0.7,0.621,1.771,0.7668,1.435,0.4754,2.314
271,not_pulled_PP,0.85,0.6633,1.658,0.8094,1.359,0.5126,2.146
271,pulled,0.25,0.7564,1.454,0.8721,1.261,0.6077,1.81
271,pulled,0.4,0.7564,1.454,0.8721,1.261,0.6077,1.81
271,pulled,0.55,0.7564,1.454,0.8721,1.261,0.6077,1.81
271,pulled,0.7,0.7565,1.454,0.8721,1.261,0.6077,1.81
271,pulled,0.85,0.7568,1.453,0.8723,1.261,0.608,1.809
270,not_pulled_EV,0.25,0.3194,3.444,0.4342,2.534,0.2383,4.616
270,not_pulled_EV,0.4,0.371,2.965,0.4886,2.251,0.2838,3.877
270,not_pulled_EV,0.55,0.4264,2.58,0.5472,2.01,0.333,3.303
270,not_pulled_EV,0.7,0.4838,2.274,0.6083,1.808,0.383,2.872
270,not_pulled_EV,0.85,0.5481,2.007,0.6748,1.63,0.4399,2.501
270,not_pulled_PP,0.25,0.4029,2.73,0.5399,2.037,0.2858,3.85
270,not_pulled_PP,0.4,0.4889,2.25,0.6292,1.748,0.3603,3.053
270,not_pulled_PP,0.55,0.5617,1.958,0.7061,1.558,0.4244,2.592
270,not_pulled_PP,0.7,0.6205,1.773,0.7664,1.435,0.4755,2.313
270,not_pulled_PP,0.85,0.6627,1.66,0.809,1.36,0.5124,2.147
270,pulled,0.25,0.7553,1.456,0.8712,1.263,0.6071,1.812
270,pulled,0.4,0.7553,1.456,0.8712,1.263,0.6071,1.812
270,pulled,0.55,0.7553,1.456,0.8712,1.263,0.6071,1.812
270,pulled,0.7,0.7554,1.456,0.8712,1.263,0.6072,1.812
270,pulled,0.85,0.7557,1.456,0.8714,1.262,0.6076,1.811
269,not_pulled_EV,0.25,0.318,3.459,0.4326,2.543,0.2374,4.634
269,not_pulled_EV,0.4,0.3695,2.977,0.487,2.259,0.2828,3.89
269,not_pulled_EV,0.55,0.4249,2.589,0.5456,2.016,0.3321,3.313
269,not_pulled_EV,0.7,0.4823,2.281,0.6068,1.813,0.382,2.88
269,not_pulled_EV,0.85,0.547,2.011,0.6736,1.633,0.4391,2.505
269,not_pulled_PP,0.25,0.4022,2.735,0.5391,2.04,0.2855,3.853
269,not_pulled_PP,0.4,0.4883,2.253,0.6287,1.75,0.3602,3.054
269,not_pulled_PP,0.55,0.5613,1.96,0.7057,1.559,0.4245,2.591
269,not_pulled_PP,0.7,0.62,1.774,0.7661,1.436,0.4756,2.313
269,not_pulled_PP,0.85,0.6621,1.661,0.8085,1.361,0.5123,2.147
269,pulled,0.25,0.7543,1.458,0.8702,1.264,0.6066,1.813
269,pulled,0.4,0.7543,1.458,0.8702,1.264,0.6066,1.813
269,pulled,0.55,0.7543,1.458,0.8702,1.264,0.6066,1.813
269,pulled,0.7,0.7543,1.458,0.8702,1.264,0.6067,1.813
269,pulled,0.85,0.7547,1.458,0.8705,1.264,0.6071,1.812
268,not_pulled_EV,0.25,0.3166,3.474,0.4311,2.552,0.2365,4.652
268,not_pulled_EV,0.4,0.368,2.989,0.4853,2.266,0.2818,3.903
268,not_pulled_EV,0.55,0.4235,2.598,0.544,2.022,0.3311,3.322
268,not_pulled_EV,0.7,0.4808,2.288,0.6052,1.818,0.381,2.887
268,not_pulled_EV,0.85,0.5458,2.015,0.6723,1.636,0.4384,2.509
268,not_pulled_PP,0.25,0.4014,2.74,0.5384,2.043,0.2852,3.857
268,not_pulled_PP,0.4,0.4877,2.255,0.6281,1.751,0.3602,3.054
268,not_pulled_PP,0.55,0.5609,1.961,0.7053,1.56,0.4246,2.591
268,not_pulled_PP,0.7,0.6196,1.775,0.7658,1.436,0.4757,2.313
268,not_pulled_PP,0.85,0.6615,1.663,0.808,1.361,0.5122,2.147
268,pulled,0.25,0.7532,1.46,0.8693,1.265,0.6061,1.815
268,pulled,0.4,0.7532,1.46,0.8693,1.265,0.6061,1.815
268,pulled,0.55,0.7532,1.46,0.8693,1.265,0.6061,1.815
268,pulled,0.7,0.7532,1.46,0.8693,1.265,0.6062,1.815
268,pulled,0.85,0.7536,1.46,0.8695,1.265,0.6066,1.814
267,not_pulled_EV,0.25,0.3152,3.49,0.4295,2.561,0.2356,4.67
267,not_pulled_EV,0.4,0.3666,3.001,0.4837,2.274,0.2808,3.917
267,not_pulled_EV,0.55,0.422,2.607,0.5424,2.028,0.3301,3.332
267,not_pulled_EV,0.7,0.4793,2.295,0.6036,1.822,0.38,2.895
267,not_pulled_EV,0.85,0.5447,2.02,0.6711,1.639,0.4377,2.513
267,not_pulled_PP,0.25,0.4007,2.745,0.5376,2.046,0.2849,3.861
267,not_pulled_PP,0.4,0.4872,2.258,0.6276,1.753,0.3601,3.055
267,not_pulled_PP,0.55,0.5604,1.963,0.7049,1.56,0.4246,2.591
267,not_pulled_PP,0.7,0.6191,1.777,0.7655,1.437,0.4757,2.312
267,not_pulled_PP,0.85,0.6608,1.665,0.8076,1.362,0.5121,2.148
267,pulled,0.25,0.7521,1.463,0.8683,1.267,0.6056,1.816
267,pulled,0.4,0.7521,1.463,0.8683,1.267,0.6056,1.816
267,pulled,0.55,0.7521,1.463,0.8683,1.267,0.6056,1.816
267,pulled,0.7,0.7522,1.462,0.8683,1.267,0.6057,1.816
267,pulled,0.85,0.7525,1.462,0.8686,1.266,0.6061,1.815
266,not_pulled_EV,0.25,0.3138,3.505,0.428,2.57,0.2347,4.688
266,not_pulled_EV,0.4,0.3651,3.013,0.4821,2.282,0.2798,3.931
266,not_pulled_EV,0.55,0.4206,2.616,0.5408,2.034,0.3291,3.342
266,not_pulled_EV,0.7,0.4778,2.302,0.602,1.827,0.379,2.902
266,not_pulled_EV,0.85,0.5435,2.024,0.6698,1.642,0.437,2.517
266,not_pulled_PP,0.25,0.4,2.75,0.5368,2.049,0.2846,3.865
266,not_pulled_PP,0.4,0.4866,2.261,0.627,1.754,0.36,3.055
266,not_pulled_PP,0.55,0.56,1.964,0.7046,1.561,0.4247,2.59
266,not_pulled_PP,0.7,0.6187,1.778,0.7652,1.438,0.4758,2.312
266,not_pulled_PP,0.85,0.6602,1.666,0.8071,1.363,0.512,2.148
266,pulled,0.25,0.751,1.465,0.8674,1.268,0.6051,1.818
266,pulled,0.4,0.751,1.465,0.8674,1.268,0.6051,1.818
266,pulled,0.55,0.751,1.465,0.8674,1.268,0.6051,1.818
266,pulled,0.7,0.7511,1.465,0.8674,1.268,0.6052,1.818
266,pulled,0.85,0.7514,1.464,0.8676,1.268,0.6056,1.816
265,not_pulled_EV,0.25,0.3124,3.521,0.4265,2.579,0.2337,4.706
265,not_pulled_EV,0.4,0.3636,3.025,0.4804,2.29,0.2789,3.944
265,not_pulled_EV,0.55,0.4191,2.625,0.5392,2.04,0.3281,3.352
265,not_pulled_EV,0.7,0.4763,2.309,0.6005,1.832,0.378,2.91
265,not_pulled_EV,0.85,0.5423,2.028,0.6686,1.645,0.4363,2.521
265,not_pulled_PP,0.25,0.3992,2.755,0.5361,2.052,0.2843,3.869
265,not_pulled_PP,0.4,0.486,2.263,0.6265,1.756,0.3599,3.056
265,not_pulled_PP,0.55,0.5596,1.966,0.7042,1.562,0.4247,2.59
265,not_pulled_PP,0.7,0.6182,1.779,0.7649,1.438,0.4759,2.311
265,not_pulled_PP,0.85,0.6596,1.668,0.8066,1.364,0.5119,2.149
265,pulled,0.25,0.75,1.467,0.8664,1.27,0.6046,1.819
265,pulled,0.4,0.75,1.467,0.8664,1.27,0.6046,1.819
265,pulled,0.55,0.75,1.467,0.8664,1.27,0.6046,1.819
265,pulled,0.7,0.75,1.467,0.8664,1.27,0.6047,1.819
265,pulled,0.85,0.7504,1.466,0.8667,1.269,0.6051,1.818
264,not_pulled_EV,0.25,0.311,3.537,0.4249,2.589,0.2328,4.724
264,not_pulled_EV,0.4,0.3622,3.037,0.4788,2.297,0.2779,3.958
264,not_pulled_EV,0.55,0.4176,2.634,0.5376,2.046,0.3271,3.362
264,not_pulled_EV,0.7,0.4749,2.316,0.5989,1.837,0.377,2.917
264,not_pulled_EV,0.85,0.5412,2.033,0.6674,1.648,0.4356,2.525
264,not_pulled_PP,0.25,0.3985,2.76,0.5353,2.055,0.284,3.874
264,not_pulled_PP,0.4,0.4854,2.266,0.626,1.757,0.3599,3.057
264,not_pulled_PP,0.55,0.5592,1.967,0.7038,1.563,0.4248,2.59
264,not_pulled_PP,0.7,0.6178,1.781,0.7646,1.439,0.476,2.311
