R,state,tier,P_leader_ge1_prob,P_leader_ge1_line10,P_total_ge1_prob,P_total_ge1_line10,P_margin_ge4_prob,P_margin_ge4_line10
482,not_pulled_PP,0.25,0.4972,2.212,0.6244,1.762,0.3345,3.289
482,not_pulled_PP,0.4,0.5571,1.975,0.6808,1.616,0.3916,2.809
482,not_pulled_PP,0.55,0.6139,1.792,0.7336,1.499,0.446,2.466
482,not_pulled_PP,0.7,0.667,1.649,0.7832,1.404,0.4966,2.215
482,not_pulled_PP,0.85,0.7137,1.541,0.8264,1.331,0.5424,2.028
482,pulled,0.25,0.9529,1.154,0.9844,1.117,0.7964,1.381
482,pulled,0.4,0.9529,1.154,0.9844,1.117,0.7964,1.381
482,pulled,0.55,0.9529,1.154,0.9844,1.117,0.7964,1.381
482,pulled,0.7,0.9529,1.154,0.9844,1.117,0.7964,1.381
482,pulled,0.85,0.953,1.154,0.9845,1.117,0.7967,1.381
481,not_pulled_EV,0.25,0.5092,2.16,0.625,1.76,0.3604,3.052
481,not_pulled_EV,0.4,0.5653,1.946,0.6782,1.622,0.4134,2.661
481,not_pulled_EV,0.55,0.621,1.771,0.7304,1.506,0.4674,2.353
481,not_pulled_EV,0.7,0.6732,1.634,0.7795,1.411,0.5178,2.124
481,not_pulled_EV,0.85,0.7207,1.526,0.8234,1.336,0.5645,1.949
481,not_pulled_PP,0.25,0.4969,2.214,0.624,1.763,0.3344,3.289
481,not_pulled_PP,0.4,0.5568,1.976,0.6804,1.617,0.3916,2.809
481,not_pulled_PP,0.55,0.6138,1.792,0.7334,1.5,0.4461,2.466
481,not_pulled_PP,0.7,0.6669,1.649,0.7831,1.405,0.4968,2.214
481,not_pulled_PP,0.85,0.7136,1.542,0.8262,1.331,0.5425,2.028
481,pulled,0.25,0.9527,1.155,0.9842,1.118,0.7963,1.381
481,pulled,0.4,0.9527,1.155,0.9842,1.118,0.7963,1.381
481,pulled,0.55,0.9527,1.155,0.9842,1.118,0.7963,1.381
481,pulled,0.7,0.9527,1.155,0.9842,1.118,0.7963,1.381
481,pulled,0.85,0.9528,1.154,0.9843,1.118,0.7965,1.381
480,not_pulled_EV,0.25,0.5086,2.163,0.6244,1.762,0.3602,3.054
480,not_pulled_EV,0.4,0.5648,1.948,0.6776,1.623,0.4133,2.662
480,not_pulled_EV,0.55,0.6206,1.772,0.7299,1.507,0.4673,2.354
480,not_pulled_EV,0.7,0.6728,1.635,0.7791,1.412,0.5178,2.124
480,not_pulled_EV,0.85,0.7203,1.527,0.823,1.337,0.5644,1.949
480,not_pulled_PP,0.25,0.4966,2.215,0.6237,1.764,0.3344,3.289
480,not_pulled_PP,0.4,0.5565,1.977,0.6801,1.617,0.3916,2.809
480,not_pulled_PP,0.55,0.6136,1.793,0.7332,1.5,0.4462,2.465
480,not_pulled_PP,0.7,0.6668,1.65,0.7829,1.405,0.497,2.213
480,not_pulled_PP,0.85,0.7134,1.542,0.826,1.332,0.5426,2.027
480,pulled,0.25,0.9525,1.155,0.9841,1.118,0.7961,1.382
480,pulled,0.4,0.9525,1.155,0.9841,1.118,0.7961,1.382
480,pulled,0.55,0.9525,1.155,0.9841,1.118,0.7961,1.382
480,pulled,0.7,0.9525,1.155,0.9841,1.118,0.7961,1.382
480,pulled,0.85,0.9526,1.155,0.9842,1.118,0.7964,1.381
479,not_pulled_EV,0.25,0.5079,2.166,0.6236,1.764,0.3599,3.057
479,not_pulled_EV,0.4,0.5641,1.95,0.6769,1.625,0.4131,2.663
479,not_pulled_EV,0.55,0.62,1.774,0.7293,1.508,0.4671,2.355
479,not_pulled_EV,0.7,0.6723,1.636,0.7785,1.413,0.5177,2.125
479,not_pulled_EV,0.85,0.7199,1.528,0.8225,1.337,0.5643,1.949
479,not_pulled_PP,0.25,0.4962,2.217,0.6232,1.765,0.3343,3.291
479,not_pulled_PP,0.4,0.5561,1.978,0.6796,1.619,0.3915,2.81
479,not_pulled_PP,0.55,0.6133,1.794,0.7328,1.501,0.4461,2.466
479,not_pulled_PP,0.7,0.6664,1.651,0.7825,1.406,0.4969,2.214
479,not_pulled_PP,0.85,0.7131,1.543,0.8257,1.332,0.5426,2.027
479,pulled,0.25,0.9523,1.155,0.984,1.118,0.796,1.382
479,pulled,0.4,0.9523,1.155,0.984,1.118,0.796,1.382
479,pulled,0.55,0.9523,1.155,0.984,1.118,0.796,1.382
479,pulled,0.7,0.9523,1.155,0.984,1.118,0.796,1.382
479,pulled,0.85,0.9524,1.155,0.9841,1.118,0.7963,1.381
478,not_pulled_EV,0.25,0.5071,2.169,0.6228,1.766,0.3596,3.059
478,not_pulled_EV,0.4,0.5635,1.952,0.6762,1.627,0.4128,2.665
478,not_pulled_EV,0.55,0.6195,1.776,0.7286,1.51,0.4669,2.356
478,not_pulled_EV,0.7,0.6718,1.637,0.778,1.414,0.5175,2.126
478,not_pulled_EV,0.85,0.7195,1.529,0.822,1.338,0.5643,1.949
478,not_pulled_PP,0.25,0.4957,2.219,0.6227,1.767,0.3341,3.292
478,not_pulled_PP,0.4,0.5556,1.98,0.6792,1.62,0.3914,2.811
478,not_pulled_PP,0.55,0.6129,1.795,0.7324,1.502,0.446,2.466
478,not_pulled_PP,0.7,0.6661,1.651,0.7822,1.406,0.4968,2.214
478,not_pulled_PP,0.85,0.7128,1.543,0.8254,1.333,0.5426,2.027
478,pulled,0.25,0.9521,1.155,0.9838,1.118,0.7958,1.382
478,pulled,0.4,0.9521,1.155,0.9838,1.118,0.7958,1.382
478,pulled,0.55,0.9521,1.155,0.9838,1.118,0.7958,1.382
478,pulled,0.7,0.9521,1.155,0.9838,1.118,0.7958,1.382
478,pulled,0.85,0.9522,1.155,0.9839,1.118,0.7961,1.382
477,not_pulled_EV,0.25,0.5064,2.172,0.622,1.769,0.3592,3.062
477,not_pulled_EV,0.4,0.5628,1.955,0.6754,1.629,0.4126,2.666
477,not_pulled_EV,0.55,0.619,1.777,0.728,1.511,0.4667,2.357
477,not_pulled_EV,0.7,0.6713,1.639,0.7774,1.415,0.5174,2.126
477,not_pulled_EV,0.85,0.7191,1.53,0.8216,1.339,0.5642,1.95
477,not_pulled_PP,0.25,0.4953,2.221,0.6222,1.768,0.334,3.294
477,not_pulled_PP,0.4,0.5552,1.981,0.6787,1.621,0.3912,2.812
477,not_pulled_PP,0.55,0.6126,1.796,0.732,1.503,0.4459,2.467
477,not_pulled_PP,0.7,0.6657,1.652,0.7818,1.407,0.4967,2.214
477,not_pulled_PP,0.85,0.7125,1.544,0.825,1.333,0.5426,2.027
477,pulled,0.25,0.9518,1.156,0.9837,1.118,0.7957,1.382
477,pulled,0.4,0.9518,1.156,0.9837,1.118,0.7957,1.382
477,pulled,0.55,0.9518,1.156,0.9837,1.118,0.7957,1.382
477,pulled,0.7,0.9518,1.156,0.9837,1.118,0.7957,1.382
477,pulled,0.85,0.9519,1.156,0.9838,1.118,0.796,1.382
476,not_pulled_EV,0.25,0.5057,2.175,0.6212,1.771,0.3589,3.065
476,not_pulled_EV,0.4,0.5621,1.957,0.6747,1.63,0.4123,2.668
476,not_pulled_EV,0.55,0.6184,1.779,0.7273,1.512,0.4665,2.358
476,not_pulled_EV,0.7,0.6708,1.64,0.7769,1.416,0.5172,2.127
476,not_pulled_EV,0.85,0.7186,1.531,0.8211,1.34,0.5641,1.95
476,not_pulled_PP,0.25,0.4948,2.223,0.6217,1.769,0.3338,3.295
476,not_pulled_PP,0.4,0.5548,1.983,0.6782,1.622,0.3911,2.812
476,not_pulled_PP,0.55,0.6122,1.797,0.7315,1.504,0.4458,2.467
476,not_pulled_PP,0.7,0.6654,1.653,0.7814,1.408,0.4966,2.215
476,not_pulled_PP,0.85,0.7122,1.544,0.8247,1.334,0.5426,2.027
476,pulled,0.25,0.9516,1.156,0.9836,1.118,0.7956,1.383
476,pulled,0.4,0.9516,1.156,0.9836,1.118,0.7956,1.383
476,pulled,0.55,0.9516,1.156,0.9836,1.118,0.7956,1.383
476,pulled,0.7,0.9516,1.156,0.9836,1.118,0.7956,1.383
476,pulled,0.85,0.9517,1.156,0.9837,1.118,0.7958,1.382
475,not_pulled_EV,0.25,0.5049,2.179,0.6203,1.773,0.3586,3.067
475,not_pulled_EV,0.4,0.5615,1.959,0.674,1.632,0.4121,2.669
475,not_pulled_EV,0.55,0.6179,1.78,0.7267,1.514,0.4663,2.359
475,not_pulled_EV,0.7,0.6703,1.641,0.7763,1.417,0.5171,2.127
475,not_pulled_EV,0.85,0.7182,1.532,0.8206,1.34,0.564,1.95
475,not_pulled_PP,0.25,0.4944,2.225,0.6212,1.771,0.3337,3.297
475,not_pulled_PP,0.4,0.5544,1.984,0.6778,1.623,0.391,2.813
475,not_pulled_PP,0.55,0.6119,1.798,0.7311,1.505,0.4457,2.468
475,not_pulled_PP,0.7,0.665,1.654,0.7811,1.408,0.4965,2.215
475,not_pulled_PP,0.85,0.712,1.545,0.8244,1.334,0.5426,2.027
475,pulled,0.25,0.9514,1.156,0.9834,1.119,0.7954,1.383
475,pulled,0.4,0.9514,1.156,0.9834,1.119,0.7954,1.383
475,pulled,0.55,0.9514,1.156,0.9834,1.119,0.7954,1.383
475,pulled,0.7,0.9514,1.156,0.9834,1.119,0.7954,1.383
475,pulled,0.85,0.9515,1.156,0.9835,1.118,0.7957,1.382
474,not_pulled_EV,0.25,0.5042,2.182,0.6195,1.776,0.3583,3.07
474,not_pulled_EV,0.4,0.5608,1.962,0.6733,1.634,0.4118,2.671
474,not_pulled_EV,0.55,0.6173,1.782,0.7261,1.515,0.4661,2.36
474,not_pulled_EV,0.7,0.6698,1.642,0.7758,1.418,0.5169,2.128
474,not_pulled_EV,0.85,0.7178,1.532,0.8201,1.341,0.564,1.95
474,not_pulled_PP,0.25,0.4939,2.227,0.6206,1.772,0.3335,3.298
474,not_pulled_PP,0.4,0.554,1.986,0.6773,1.624,0.3909,2.814
474,not_pulled_PP,0.55,0.6115,1.799,0.7307,1.505,0.4456,2.469
474,not_pulled_PP,0.7,0.6647,1.655,0.7807,1.409,0.4965,2.216
474,not_pulled_PP,0.85,0.7117,1.546,0.8241,1.335,0.5426,2.027
474,pulled,0.25,0.9511,1.156,0.9833,1.119,0.7953,1.383
474,pulled,0.4,0.9511,1.156,0.9833,1.119,0.7953,1.383
474,pulled,0.55,0.9511,1.156,0.9833,1.119,0.7953,1.383
474,pulled,0.7,0.9511,1.156,0.9833,1.119,0.7953,1.383
474,pulled,0.85,0.9513,1.156,0.9834,1.119,0.7955,1.383
473,not_pulled_EV,0.25,0.5035,2.185,0.6187,1.778,0.358,3.073
473,not_pulled_EV,0.4,0.5601,1.964,0.6725,1.636,0.4116,2.673
473,not_pulled_EV,0.55,0.6168,1.784,0.7254,1.516,0.4659,2.361
473,not_pulled_EV,0.7,0.6693,1.644,0.7752,1.419,0.5168,2.129
473,not_pulled_EV,0.85,0.7174,1.533,0.8196,1.342,0.5639,1.951
473,not_pulled_PP,0.25,0.4935,2.229,0.6201,1.774,0.3334,3.299
473,not_pulled_PP,0.4,0.5535,1.987,0.6768,1.625,0.3908,2.815
473,not_pulled_PP,0.55,0.6112,1.8,0.7303,1.506,0.4455,2.469
473,not_pulled_PP,0.7,0.6643,1.656,0.7803,1.41,0.4964,2.216
473,not_pulled_PP,0.85,0.7114,1.546,0.8238,1.335,0.5426,2.027
473,pulled,0.25,0.9509,1.157,0.9832,1.119,0.7952,1.383
473,pulled,0.4,0.9509,1.157,0.9832,1.119,0.7952,1.383
473,pulled,0.55,0.9509,1.157,0.9832,1.119,0.7952,1.383
473,pulled,0.7,0.9509,1.157,0.9832,1.119,0.7952,1.383
473,pulled,0.85,0.951,1.157,0.9833,1.119,0.7954,1.383
472,not_pulled_EV,0.25,0.5027,2.188,0.6179,1.78,0.3576,3.076
472,not_pulled_EV,0.4,0.5594,1.966,0.6718,1.637,0.4113,2.674
472,not_pulled_EV,0.55,0.6162,1.785,0.7248,1.518,0.4657,2.362
472,not_pulled_EV,0.7,0.6688,1.645,0.7747,1.42,0.5166,2.129
472,not_pulled_EV,0.85,0.717,1.534,0.8192,1.343,0.5638,1.951
472,not_pulled_PP,0.25,0.493,2.231,0.6196,1.775,0.3332,3.301
472,not_pulled_PP,0.4,0.5531,1.989,0.6763,1.626,0.3906,2.816
472,not_pulled_PP,0.55,0.6108,1.801,0.7299,1.507,0.4454,2.47
472,not_pulled_PP,0.7,0.664,1.657,0.7799,1.41,0.4963,2.216
472,not_pulled_PP,0.85,0.7111,1.547,0.8234,1.336,0.5426,2.027
472,pulled,0.25,0.9507,1.157,0.983,1.119,0.795,1.384
472,pulled,0.4,0.9507,1.157,0.983,1.119,0.795,1.384
472,pulled,0.55,0.9507,1.157,0.983,1.119,0.795,1.384
472,pulled,0.7,0.9507,1.157,0.983,1.119,0.795,1.384
472,pulled,0.85,0.9508,1.157,0.9831,1.119,0.7952,1.383
471,not_pulled_EV,0.25,0.502,2.191,0.6171,1.783,0.3573,3.078
471,not_pulled_EV,0.4,0.5588,1.969,0.6711,1.639,0.4111,2.676
471,not_pulled_EV,0.55,0.6157,1.787,0.7241,1.519,0.4655,2.363
471,not_pulled_EV,0.7,0.6683,1.646,0.7741,1.421,0.5165,2.13
471,not_pulled_EV,0.85,0.7166,1.535,0.8187,1.344,0.5638,1.951
471,not_pulled_PP,0.25,0.4926,2.233,0.6191,1.777,0.3331,3.302
471,not_pulled_PP,0.4,0.5527,1.99,0.6759,1.628,0.3905,2.817
471,not_pulled_PP,0.55,0.6105,1.802,0.7295,1.508,0.4453,2.47
471,not_pulled_PP,0.7,0.6636,1.658,0.7796,1.411,0.4962,2.217
471,not_pulled_PP,0.85,0.7108,1.548,0.8231,1.336,0.5426,2.027
471,pulled,0.25,0.9505,1.157,0.9829,1.119,0.7949,1.384
471,pulled,0.4,0.9505,1.157,0.9829,1.119,0.7949,1.384
471,pulled,0.55,0.9505,1.157,0.9829,1.119,0.7949,1.384
471,pulled,0.7,0.9505,1.157,0.9829,1.119,0.7949,1.384
471,pulled,0.85,0.9506,1.157,0.983,1.119,0.7951,1.383
470,not_pulled_EV,0.25,0.5012,2.195,0.6163,1.785,0.357,3.081
470,not_pulled_EV,0.4,0.5581,1.971,0.6704,1.641,0.4108,2.677
470,not_pulled_EV,0.55,0.6151,1.788,0.7235,1.52,0.4653,2.364
470,not_pulled_EV,0.7,0.6677,1.647,0.7735,1.422,0.5164,2.13
470,not_pulled_EV,0.85,0.7162,1.536,0.8182,1.344,0.5637,1.951
470,not_pulled_PP,0.25,0.4921,2.235,0.6186,1.778,0.3329,3.304
470,not_pulled_PP,0.4,0.5523,1.992,0.6754,1.629,0.3904,2.818
470,not_pulled_PP,0.55,0.6101,1.803,0.729,1.509,0.4452,2.471
470,not_pulled_PP,0.7,0.6632,1.658,0.7792,1.412,0.4961,2.217
470,not_pulled_PP,0.85,0.7105,1.548,0.8228,1.337,0.5425,2.027
470,pulled,0.25,0.9503,1.158,0.9828,1.119,0.7948,1.384
470,pulled,0.4,0.9503,1.158,0.9828,1.119,0.7948,1.384
470,pulled,0.55,0.9503,1.158,0.9828,1.119,0.7948,1.384
470,pulled,0.7,0.9503,1.158,0.9828,1.119,0.7948,1.384
470,pulled,0.85,0.9504,1.157,0.9829,1.119,0.795,1.384
469,not_pulled_EV,0.25,0.5005,2.198,0.6155,1.787,0.3567,3.084
469,not_pulled_EV,0.4,0.5574,1.973,0.6696,1.643,0.4106,2.679
469,not_pulled_EV,0.55,0.6146,1.79,0.7229,1.522,0.4651,2.365
469,not_pulled_EV,0.7,0.6672,1.649,0.773,1.423,0.5162,2.131
469,not_pulled_EV,0.85,0.7157,1.537,0.8177,1.345,0.5636,1.952
469,not_pulled_PP,0.25,0.4917,2.237,0.6181,1.78,0.3328,3.305
469,not_pulled_PP,0.4,0.5518,1.993,0.6749,1.63,0.3903,2.818
469,not_pulled_PP,0.55,0.6098,1.804,0.7286,1.51,0.4451,2.471
469,not_pulled_PP,0.7,0.6629,1.659,0.7788,1.412,0.496,2.218
469,not_pulled_PP,0.85,0.7102,1.549,0.8225,1.337,0.5425,2.027
469,pulled,0.25,0.95,1.158,0.9826,1.119,0.7946,1.384
469,pulled,0.4,0.95,1.158,0.9826,1.119,0.7946,1.384
469,pulled,0.55,0.95,1.158,0.9826,1.119,0.7946,1.384
469,pulled,0.7,0.95,1.158,0.9826,1.119,0.7946,1.384
469,pulled,0.85,0.9501,1.158,0.9827,1.119,0.7948,1.384
468,not_pulled_EV,0.25,0.4998,2.201,0.6147,1.79,0.3564,3.087
468,not_pulled_EV,0.4,0.5568,1.976,0.6689,1.644,0.4104,2.681
468,not_pulled_EV,0.55,0.614,1.792,0.7222,1.523,0.4649,2.366
468,not_pulled_EV,0.7,0.6667,1.65,0.7724,1.424,0.5161,2.132
468,not_pulled_EV,0.85,0.7153,1.538,0.8172,1.346,0.5636,1.952
468,not_pulled_PP,0.25,0.4913,2.239,0.6176,1.781,0.3327,3.307
468,not_pulled_PP,0.4,0.5514,1.995,0.6745,1.631,0.3902,2.819
468,not_pulled_PP,0.55,0.6095,1.805,0.7282,1.511,0.445,2.472
468,not_pulled_PP,0.7,0.6625,1.66,0.7785,1.413,0.4959,2.218
468,not_pulled_PP,0.85,0.7099,1.549,0.8222,1.338,0.5425,2.028
468,pulled,0.25,0.9498,1.158,0.9825,1.12,0.7945,1.385
468,pulled,0.4,0.9498,1.158,0.9825,1.12,0.7945,1.385
468,pulled,0.55,0.9498,1.158,0.9825,1.12,0.7945,1.385
468,pulled,0.7,0.9498,1.158,0.9825,1.12,0.7945,1.385
468,pulled,0.85,0.9499,1.158,0.9826,1.12,0.7947,1.384
467,not_pulled_EV,0.25,0.499,2.204,0.6139,1.792,0.356,3.09
467,not_pulled_EV,0.4,0.5561,1.978,0.6682,1.646,0.4101,2.682
467,not_pulled_EV,0.55,0.6135,1.793,0.7216,1.524,0.4647,2.367
467,not_pulled_EV,0.7,0.6662,1.651,0.7719,1.425,0.5159,2.132
467,not_pulled_EV,0.85,0.7149,1.539,0.8168,1.347,0.5635,1.952
467,not_pulled_PP,0.25,0.4908,2.241,0.6171,1.783,0.3325,3.308
467,not_pulled_PP,0.4,0.551,1.996,0.674,1.632,0.39,2.82
467,not_pulled_PP,0.55,0.6091,1.806,0.7278,1.511,0.4449,2.472
467,not_pulled_PP,0.7,0.6622,1.661,0.7781,1.414,0.4958,2.219
467,not_pulled_PP,0.85,0.7096,1.55,0.8218,1.338,0.5425,2.028
467,pulled,0.25,0.9496,1.158,0.9823,1.12,0.7943,1.385
467,pulled,0.4,0.9496,1.158,0.9823,1.12,0.7943,1.385
467,pulled,0.55,0.9496,1.158,0.9823,1.12,0.7943,1.385
467,pulled,0.7,0.9496,1.158,0.9823,1.12,0.7943,1.385
467,pulled,0.85,0.9497,1.158,0.9824,1.12,0.7945,1.384
466,not_pulled_EV,0.25,0.4983,2.207,0.6131,1.794,0.3557,3.092
466,not_pulled_EV,0.4,0.5554,1.98,0.6674,1.648,0.4099,2.684
466,not_pulled_EV,0.55,0.6129,1.795,0.7209,1.526,0.4645,2.368
466,not_pulled_EV,0.7,0.6657,1.652,0.7713,1.426,0.5158,2.133
466,not_pulled_EV,0.85,0.7145,1.54,0.8163,1.348,0.5634,1.952
466,not_pulled_PP,0.25,0.4904,2.243,0.6166,1.784,0.3324,3.31
466,not_pulled_PP,0.4,0.5505,1.998,0.6735,1.633,0.3899,2.821
466,not_pulled_PP,0.55,0.6088,1.807,0.7274,1.512,0.4448,2.473
466,not_pulled_PP,0.7,0.6618,1.662,0.7777,1.414,0.4957,2.219
466,not_pulled_PP,0.85,0.7093,1.551,0.8215,1.339,0.5425,2.028
466,pulled,0.25,0.9493,1.159,0.9822,1.12,0.7942,1.385
466,pulled,0.4,0.9493,1.159,0.9822,1.12,0.7942,1.385
466,pulled,0.55,0.9493,1.159,0.9822,1.12,0.7942,1.385
466,pulled,0.7,0.9493,1.159,0.9822,1.12,0.7942,1.385
466,pulled,0.85,0.9495,1.159,0.9823,1.12,0.7944,1.385
465,not_pulled_EV,0.25,0.4976,2.211,0.6122,1.797,0.3554,3.095
465,not_pulled_EV,0.4,0.5547,1.983,0.6667,1.65,0.4096,2.685
465,not_pulled_EV,0.55,0.6124,1.796,0.7203,1.527,0.4643,2.369
465,not_pulled_EV,0.7,0.6652,1.654,0.7708,1.427,0.5156,2.133
465,not_pulled_EV,0.85,0.7141,1.54,0.8158,1.348,0.5634,1.953
465,not_pulled_PP,0.25,0.4899,2.245,0.616,1.786,0.3322,3.311
465,not_pulled_PP,0.4,0.5501,2.0,0.673,1.634,0.3898,2.822
465,not_pulled_PP,0.55,0.6084,1.808,0.727,1.513,0.4447,2.474
465,not_pulled_PP,0.7,0.6615,1.663,0.7773,1.415,0.4956,2.219
465,not_pulled_PP,0.85,0.709,1.551,0.8212,1.34,0.5425,2.028
465,pulled,0.25,0.9491,1.159,0.9821,1.12,0.7941,1.385
465,pulled,0.4,0.9491,1.159,0.9821,1.12,0.7941,1.385
465,pulled,0.55,0.9491,1.159,0.9821,1.12,0.7941,1.385
465,pulled,0.7,0.9491,1.159,0.9821,1.12,0.7941,1.385
465,pulled,0.85,0.9492,1.159,0.9822,1.12,0.7942,1.385
464,not_pulled_EV,0.25,0.4968,2.214,0.6114,1.799,0.3551,3.098
464,not_pulled_EV,0.4,0.5541,1.985,0.666,1.652,0.4094,2.687
464,not_pulled_EV,0.55,0.6118,1.798,0.7197,1.528,0.4641,2.37
464,not_pulled_EV,0.7,0.6647,1.655,0.7702,1.428,0.5155,2.134
464,not_pulled_EV,0.85,0.7137,1.541,0.8153,1.349,0.5633,1.953
464,not_pulled_PP,0.25,0.4895,2.247,0.6155,1.787,0.3321,3.312
464,not_pulled_PP,0.4,0.5497,2.001,0.6726,1.635,0.3897,2.823
464,not_pulled_PP,0.55,0.6081,1.809,0.7266,1.514,0.4446,2.474
464,not_pulled_PP,0.7,0.6611,1.664,0.777,1.416,0.4956,2.22
464,not_pulled_PP,0.85,0.7088,1.552,0.8209,1.34,0.5425,2.028
464,pulled,0.25,0.9489,1.159,0.9819,1.12,0.7939,1.385
464,pulled,0.4,0.9489,1.159,0.9819,1.12,0.7939,1.385
464,pulled,0.55,0.9489,1.159,0.9819,1.12,0.7939,1.385
464,pulled,0.7,0.9489,1.159,0.9819,1.12,0.7939,1.385
464,pulled,0.85,0.949,1.159,0.982,1.12,0.7941,1.385
463,not_pulled_EV,0.25,0.4961,2.217,0.6106,1.801,0.3548,3.101
463,not_pulled_EV,0.4,0.5534,1.988,0.6653,1.653,0.4091,2.689
463,not_pulled_EV,0.55,0.6113,1.8,0.719,1.53,0.4639,2.371
463,not_pulled_EV,0.7,0.6642,1.656,0.7697,1.429,0.5153,2.135
463,not_pulled_EV,0.85,0.7132,1.542,0.8148,1.35,0.5632,1.953
463,not_pulled_PP,0.25,0.489,2.249,0.615,1.789,0.3319,3.314
463,not_pulled_PP,0.4,0.5493,2.003,0.6721,1.637,0.3896,2.824
463,not_pulled_PP,0.55,0.6077,1.81,0.7261,1.515,0.4445,2.475
463,not_pulled_PP,0.7,0.6608,1.665,0.7766,1.416,0.4955,2.22
463,not_pulled_PP,0.85,0.7085,1.553,0.8206,1.341,0.5425,2.028
463,pulled,0.25,0.9487,1.16,0.9818,1.12,0.7938,1.386
463,pulled,0.4,0.9487,1.16,0.9818,1.12,0.7938,1.386
463,pulled,0.55,0.9487,1.16,0.9818,1.12,0.7938,1.386
463,pulled,0.7,0.9487,1.16,0.9818,1.12,0.7938,1.386
463,pulled,0.85,0.9488,1.159,0.9819,1.12,0.7939,1.386
462,not_pulled_EV,0.25,0.4954,2.221,0.6098,1.804,0.3544,3.103
462,not_pulled_EV,0.4,0.5527,1.99,0.6645,1.655,0.4089,2.69
462,not_pulled_EV,0.55,0.6107,1.801,0.7184,1.531,0.4637,2.372
462,not_pulled_EV,0.7,0.6637,1.657,0.7691,1.43,0.5152,2.135
462,not_pulled_EV,0.85,0.7128,1.543,0.8144,1.351,0.5631,1.953
462,not_pulled_PP,0.25,0.4886,2.251,0.6145,1.79,0.3318,3.315
462,not_pulled_PP,0.4,0.5489,2.004,0.6716,1.638,0.3894,2.825
462,not_pulled_PP,0.55,0.6074,1.811,0.7257,1.516,0.4444,2.475
462,not_pulled_PP,0.7,0.6604,1.666,0.7762,1.417,0.4954,2.221
462,not_pulled_PP,0.85,0.7082,1.553,0.8202,1.341,0.5425,2.028
462,pulled,0.25,0.9485,1.16,0.9817,1.121,0.7937,1.386
462,pulled,0.4,0.9485,1.16,0.9817,1.121,0.7937,1.386
462,pulled,0.55,0.9485,1.16,0.9817,1.121,0.7937,1.386
462,pulled,0.7,0.9485,1.16,0.9817,1.121,0.7937,1.386
462,pulled,0.85,0.9486,1.16,0.9818,1.12,0.7938,1.386
461,not_pulled_EV,0.25,0.4946,2.224,0.609,1.806,0.3541,3.106
461,not_pulled_EV,0.4,0.5521,1.993,0.6638,1.657,0.4086,2.692
461,not_pulled_EV,0.55,0.6102,1.803,0.7177,1.533,0.4635,2.373
461,not_pulled_EV,0.7,0.6632,1.659,0.7686,1.431,0.515,2.136
461,not_pulled_EV,0.85,0.7124,1.544,0.8139,1.352,0.5631,1.954
461,not_pulled_PP,0.25,0.4881,2.253,0.614,1.792,0.3316,3.317
461,not_pulled_PP,0.4,0.5484,2.006,0.6712,1.639,0.3893,2.825
461,not_pulled_PP,0.55,0.607,1.812,0.7253,1.517,0.4443,2.476
461,not_pulled_PP,0.7,0.6601,1.667,0.7759,1.418,0.4953,2.221
461,not_pulled_PP,0.85,0.7079,1.554,0.8199,1.342,0.5425,2.028
461,pulled,0.25,0.9482,1.16,0.9815,1.121,0.7935,1.386
461,pulled,0.4,0.9482,1.16,0.9815,1.121,0.7935,1.386
461,pulled,0.55,0.9482,1.16,0.9815,1.121,0.7935,1.386
461,pulled,0.7,0.9482,1.16,0.9815,1.121,0.7935,1.386
461,pulled,0.85,0.9483,1.16,0.9816,1.121,0.7936,1.386
460,not_pulled_EV,0.25,0.4939,2.227,0.6082,1.809,0.3538,3.109
460,not_pulled_EV,0.4,0.5514,1.995,0.6631,1.659,0.4084,2.693
460,not_pulled_EV,0.55,0.6096,1.804,0.7171,1.534,0.4633,2.374
460,not_pulled_EV,0.7,0.6627,1.66,0.768,1.432,0.5149,2.136
460,not_pulled_EV,0.85,0.712,1.545,0.8134,1.352,0.563,1.954
460,not_pulled_PP,0.25,0.4877,2.255,0.6135,1.793,0.3315,3.318
460,not_pulled_PP,0.4,0.548,2.007,0.6707,1.64,0.3892,2.826
460,not_pulled_PP,0.55,0.6067,1.813,0.7249,1.517,0.4442,2.476
460,not_pulled_PP,0.7,0.6597,1.667,0.7755,1.418,0.4952,2.221
460,not_pulled_PP,0.85,0.7076,1.555,0.8196,1.342,0.5425,2.028
460,pulled,0.25,0.948,1.16,0.9814,1.121,0.7934,1.386
460,pulled,0.4,0.948,1.16,0.9814,1.121,0.7934,1.386
460,pulled,0.55,0.948,1.16,0.9814,1.121,0.7934,1.386
460,pulled,0.7,0.948,1.16,0.9814,1.121,0.7934,1.386
460,pulled,0.85,0.9481,1.16,0.9815,1.121,0.7935,1.386
459,not_pulled_EV,0.25,0.4933,2.23,0.6075,1.811,0.3535,3.112
459,not_pulled_EV,0.4,0.5509,1.997,0.6625,1.66,0.4082,2.695
459,not_pulled_EV,0.55,0.6091,1.806,0.7165,1.535,0.4631,2.375
459,not_pulled_EV,0.7,0.6623,1.661,0.7676,1.433,0.5148,2.137
459,not_pulled_EV,0.85,0.7116,1.546,0.813,1.353,0.5629,1.954
459,not_pulled_PP,0.25,0.4872,2.258,0.613,1.795,0.3313,3.32
459,not_pulled_PP,0.4,0.5475,2.009,0.6702,1.641,0.389,2.828
