season,date,game_id,gap_when_pulled,trailing_team,coach,secs_left_at_first_evidence,during_own_powerplay
20242025,2025-01-28,2024020804,2,CGY,Ryan Huska,142,True
20242025,2025-01-28,2024020806,2,SEA,Dan Bylsma,50,False
20242025,2025-01-29,2024020808,2,LAK,Jim Hiller,158,False
20242025,2025-01-30,2024020815,2,LAK,Jim Hiller,177,True
20242025,2025-01-30,2024020818,2,ANA,Greg Cronin,214,False
20242025,2025-01-31,2024020823,2,VAN,Rick Tocchet,215,True
20242025,2025-01-31,2024020823,2,VAN,Rick Tocchet,76,False
20242025,2025-02-01,2024020827,2,NYR,Peter Laviolette,210,False
20242025,2025-02-01,2024020830,2,NSH,Andrew Brunette,194,False
20242025,2025-02-01,2024020832,2,CAR,Rod Brind'Amour,174,False
20242025,2025-02-01,2024020834,2,CGY,Ryan Huska,18,False
20242025,2025-02-02,2024020836,2,PHI,John Tortorella,271,True
20242025,2025-02-02,2024020838,2,NYI,Patrick Roy,286,True
20242025,2025-02-02,2024020839,2,VGK,Bruce Cassidy,60,False
20242025,2025-02-02,2024020840,2,CBJ,Dean Evason,157,True
20242025,2025-02-03,2024020844,2,NSH,Andrew Brunette,231,False
20242025,2025-02-04,2024020845,2,MIN,John Hynes,138,False
20242025,2025-02-04,2024020847,2,OTT,Travis Green,80,False
20242025,2025-02-04,2024020849,2,FLA,Paul Maurice,74,False
20242025,2025-02-04,2024020853,2,CGY,Ryan Huska,177,False
20242025,2025-02-04,2024020855,2,COL,Jared Bednar,127,False
20242025,2025-02-05,2024020861,2,MTL,Martin St. Louis,150,False
20242025,2025-02-06,2024020862,2,OTT,Travis Green,132,False
20242025,2025-02-06,2024020863,2,NJD,Sheldon Keefe,58,False
20242025,2025-02-06,2024020867,2,CAR,Rod Brind'Amour,168,False
20242025,2025-02-06,2024020868,2,CGY,Ryan Huska,83,False
20242025,2025-02-06,2024020869,2,SEA,Dan Bylsma,239,False
20242025,2025-02-08,2024020877,2,DET,Todd McLellan,259,False
20242025,2025-02-08,2024020878,2,UTA,Andr̩ Tourigny,196,True
20242025,2025-02-08,2024020886,2,NYI,Patrick Roy,297,False
20242025,2025-02-22,2024020892,2,EDM,Kris Knoblauch,230,False
20242025,2025-02-22,2024020894,2,MIN,John Hynes,413,True
20242025,2025-02-22,2024020900,2,CAR,Rod Brind'Amour,52,False
20242025,2025-02-22,2024020904,2,UTA,Andr̩ Tourigny,59,False
20242025,2025-02-23,2024020908,2,ANA,Greg Cronin,236,False
20242025,2025-02-23,2024020909,2,SEA,Dan Bylsma,192,False
20242025,2025-02-23,2024020910,2,COL,Jared Bednar,146,False
20242025,2025-02-23,2024020912,2,CHI,Anders Sorensen,254,False
20242025,2025-02-25,2024020923,2,WSH,Spencer Carbery,193,False
20242025,2025-02-25,2024020924,2,DAL,Peter DeBoer,264,False
20242025,2025-02-25,2024020927,2,NSH,Andrew Brunette,292,False
20242025,2025-02-26,2024020930,2,OTT,Travis Green,216,False
20242025,2025-02-27,2024020935,2,DET,Todd McLellan,206,False
20242025,2025-02-27,2024020936,2,CGY,Ryan Huska,176,False
20242025,2025-02-27,2024020937,2,EDM,Kris Knoblauch,207,False
20242025,2025-02-27,2024020939,2,WSH,Spencer Carbery,180,False
20242025,2025-02-27,2024020940,2,BUF,Lindy Ruff,189,False
20242025,2025-02-27,2024020943,2,CHI,Anders Sorensen,49,False
20242025,2025-02-27,2024020944,2,VAN,Rick Tocchet,133,False
20242025,2025-02-28,2024020947,2,MIN,John Hynes,116,False
20242025,2025-03-01,2024020949,2,NSH,Andrew Brunette,22,False
20242025,2025-03-01,2024020950,2,WSH,Spencer Carbery,20,True
20242025,2025-03-01,2024020952,2,PIT,Mike Sullivan,35,True
20242025,2025-03-01,2024020953,2,BUF,Lindy Ruff,72,False
20242025,2025-03-01,2024020954,2,SJS,Ryan Warsofsky,198,False
20242025,2025-03-01,2024020958,2,UTA,Andr̩ Tourigny,108,True
20242025,2025-03-01,2024020960,2,VAN,Rick Tocchet,213,False
20242025,2025-03-04,2024020973,2,BOS,Joe Sacco,196,False
20242025,2025-03-04,2024020977,2,PHI,John Tortorella,126,True
20242025,2025-03-04,2024020980,2,PIT,Mike Sullivan,56,False
20242025,2025-03-06,2024020988,2,DET,Todd McLellan,99,False
20242025,2025-03-06,2024020990,2,CBJ,Dean Evason,132,False
20242025,2025-03-06,2024020993,2,SEA,Dan Bylsma,238,False
20242025,2025-03-06,2024020993,2,SEA,Dan Bylsma,91,False
20242025,2025-03-07,2024021000,2,MIN,John Hynes,39,False
20242025,2025-03-07,2024021002,2,ANA,Greg Cronin,70,False
20242025,2025-03-08,2024021005,2,TBL,Jon Cooper,345,False
20242025,2025-03-08,2024021007,2,TOR,Craig Berube,95,False
20242025,2025-03-08,2024021012,2,SJS,Ryan Warsofsky,49,False
20242025,2025-03-09,2024021014,2,SEA,Dan Bylsma,59,False
20242025,2025-03-09,2024021015,2,MIN,John Hynes,60,False
20242025,2025-03-09,2024021016,2,WPG,Scott Arniel,122,False
20242025,2025-03-09,2024021018,2,VGK,Bruce Cassidy,183,False
20242025,2025-03-09,2024021019,2,VAN,Rick Tocchet,118,False
20242025,2025-03-10,2024021023,2,CHI,Anders Sorensen,69,False
20242025,2025-03-11,2024021026,2,CBJ,Dean Evason,75,False
20242025,2025-03-11,2024021027,2,PHI,John Tortorella,201,False
20242025,2025-03-11,2024021033,2,ANA,Greg Cronin,82,False
20242025,2025-03-11,2024021034,2,NYI,Patrick Roy,257,False
20242025,2025-03-13,2024021041,2,BOS,Joe Sacco,250,False
20242025,2025-03-14,2024021052,2,CGY,Ryan Huska,92,False
20242025,2025-03-14,2024021054,2,UTA,Andr̩ Tourigny,20,False
20242025,2025-03-15,2024021056,2,NJD,Sheldon Keefe,152,False
20242025,2025-03-15,2024021058,2,BOS,Joe Sacco,209,False
20242025,2025-03-15,2024021060,2,FLA,Paul Maurice,188,True
20242025,2025-03-16,2024021069,2,NYR,Peter Laviolette,158,False
20242025,2025-03-18,2024021078,2,OTT,Travis Green,73,False
20242025,2025-03-20,2024021091,2,NYR,Peter Laviolette,134,False
20242025,2025-03-20,2024021092,2,PHI,John Tortorella,215,False
20242025,2025-03-20,2024021096,2,NSH,Andrew Brunette,223,False
20242025,2025-03-20,2024021100,2,BUF,Lindy Ruff,70,True
20242025,2025-03-20,2024021102,2,SJS,Ryan Warsofsky,206,True
20242025,2025-03-21,2024021103,2,CBJ,Dean Evason,211,False
20242025,2025-03-22,2024021106,2,BUF,Lindy Ruff,121,False
20242025,2025-03-22,2024021111,2,TBL,Jon Cooper,30,True
20242025,2025-03-22,2024021113,2,NJD,Sheldon Keefe,120,False
20242025,2025-03-22,2024021114,2,TOR,Craig Berube,200,False
20242025,2025-03-22,2024021115,2,DET,Todd McLellan,150,False
20242025,2025-03-22,2024021116,2,SEA,Dan Bylsma,123,True
20242025,2025-03-22,2024021117,2,BOS,Joe Sacco,24,False
20242025,2025-03-23,2024021121,2,NSH,Andrew Brunette,170,True
20242025,2025-03-23,2024021122,2,TBL,Jon Cooper,178,False
20242025,2025-03-23,2024021123,2,ANA,Greg Cronin,133,False
20242025,2025-03-24,2024021127,2,MIN,John Hynes,113,False
20242025,2025-03-24,2024021128,2,UTA,Andr̩ Tourigny,174,False
20242025,2025-03-25,2024021132,2,CAR,Rod Brind'Amour,213,False
20242025,2025-03-25,2024021134,2,MIN,John Hynes,197,False
20242025,2025-03-25,2024021136,2,DET,Todd McLellan,180,False
20242025,2025-03-26,2024021139,2,NYI,Patrick Roy,221,True
20242025,2025-03-26,2024021140,2,CHI,Anders Sorensen,248,False
20242025,2025-03-26,2024021141,2,EDM,Kris Knoblauch,160,False
20242025,2025-03-27,2024021146,2,MTL,Martin St. Louis,158,False
20242025,2025-03-27,2024021148,2,WSH,Spencer Carbery,52,False
20242025,2025-03-27,2024021150,2,CGY,Ryan Huska,163,False
20242025,2025-03-27,2024021152,2,TOR,Craig Berube,170,False
20242025,2025-03-28,2024021154,2,MTL,Martin St. Louis,112,False
20242025,2025-03-29,2024021165,2,LAK,Jim Hiller,71,False
20242025,2025-03-30,2024021171,2,WSH,Spencer Carbery,142,False
20242025,2025-03-30,2024021172,2,VAN,Rick Tocchet,280,False
20242025,2025-03-30,2024021175,2,NYI,Patrick Roy,107,False
20242025,2025-03-31,2024021181,2,SEA,Dan Bylsma,34,False
20242025,2025-04-01,2024021184,2,OTT,Travis Green,159,True
20242025,2025-04-01,2024021186,2,NYI,Patrick Roy,235,False
20242025,2025-04-01,2024021191,2,WPG,Scott Arniel,118,False
20242025,2025-04-03,2024021197,2,BOS,Joe Sacco,177,False
20242025,2025-04-03,2024021202,2,UTA,Andr̩ Tourigny,119,False
20242025,2025-04-04,2024021208,2,MIN,John Hynes,169,False
20242025,2025-04-05,2024021210,2,FLA,Paul Maurice,200,False
20242025,2025-04-05,2024021213,2,EDM,Kris Knoblauch,199,False
20242025,2025-04-05,2024021217,2,PHI,Brad Shaw,214,False
20242025,2025-04-05,2024021218,2,COL,Jared Bednar,159,False
20242025,2025-04-05,2024021218,2,COL,Jared Bednar,18,False
20242025,2025-04-05,2024021219,2,WPG,Scott Arniel,230,False
20242025,2025-04-06,2024021225,2,FLA,Paul Maurice,142,False
20242025,2025-04-06,2024021226,2,BOS,Joe Sacco,152,False
20242025,2025-04-07,2024021232,2,EDM,Kris Knoblauch,211,False
20242025,2025-04-07,2024021234,2,SJS,Ryan Warsofsky,210,False
20242025,2025-04-08,2024021236,2,DET,Todd McLellan,53,False
20242025,2025-04-08,2024021241,2,NSH,Andrew Brunette,179,True
20242025,2025-04-08,2024021242,2,VAN,Rick Tocchet,141,False
20242025,2025-04-08,2024021242,2,VAN,Rick Tocchet,30,False
20242025,2025-04-09,2024021246,2,NYR,Peter Laviolette,133,False
20242025,2025-04-09,2024021246,2,NYR,Peter Laviolette,37,False
20242025,2025-04-10,2024021250,2,BOS,Joe Sacco,201,False
20242025,2025-04-10,2024021256,2,COL,Jared Bednar,136,False
20242025,2025-04-11,2024021260,2,MTL,Martin St. Louis,136,False
20242025,2025-04-11,2024021262,2,NJD,Sheldon Keefe,70,False
20242025,2025-04-11,2024021264,2,MIN,John Hynes,49,False
20242025,2025-04-12,2024021266,2,NYR,Peter Laviolette,213,False
20242025,2025-04-12,2024021267,2,COL,Jared Bednar,165,False
20242025,2025-04-12,2024021272,2,DAL,Peter DeBoer,95,False
20242025,2025-04-13,2024021278,2,PIT,Mike Sullivan,159,False
20242025,2025-04-13,2024021282,2,WPG,Scott Arniel,135,False
20242025,2025-04-13,2024021283,2,SJS,Ryan Warsofsky,169,False
20242025,2025-04-14,2024021288,2,NSH,Andrew Brunette,113,False
20242025,2025-04-15,2024021292,2,BUF,Lindy Ruff,169,False
20242025,2025-04-15,2024021300,2,SEA,Dan Bylsma,181,False
20242025,2025-04-16,2024021303,2,NJD,Sheldon Keefe,83,False
20242025,2025-04-16,2024021305,2,VAN,Rick Tocchet,114,False
20242025,2025-04-16,2024021306,2,SJS,Ryan Warsofsky,201,False
20242025,2025-04-17,2024021307,2,PHI,Brad Shaw,41,False
20252026,2025-10-07,2025020002,2,NYR,Mike Sullivan,119,False
20252026,2025-10-08,2025020004,2,MTL,Martin St. Louis,73,False
20252026,2025-10-08,2025020005,2,WSH,Spencer Carbery,39,False
20252026,2025-10-09,2025020011,2,TBL,Jon Cooper,28,False
20252026,2025-10-09,2025020021,2,ANA,Joel Quenneville,179,False
20252026,2025-10-11,2025020023,2,CGY,Ryan Huska,151,False
20252026,2025-10-11,2025020025,2,TOR,Craig Berube,67,False
20252026,2025-10-11,2025020026,2,TBL,Jon Cooper,197,False
20252026,2025-10-11,2025020028,2,NYI,Patrick Roy,231,False
20252026,2025-10-11,2025020033,2,MIN,John Hynes,157,False
20252026,2025-10-11,2025020035,2,VAN,Adam Foote,64,False
20252026,2025-10-13,2025020039,2,BUF,Lindy Ruff,81,False
20252026,2025-10-13,2025020041,2,OTT,Travis Green,194,False
20252026,2025-10-13,2025020041,2,OTT,Travis Green,27,False
20252026,2025-10-13,2025020042,2,NYI,Patrick Roy,234,False
20252026,2025-10-13,2025020044,2,FLA,Paul Maurice,87,False
20252026,2025-10-13,2025020045,2,CBJ,Dean Evason,23,False
20252026,2025-10-13,2025020046,2,VAN,Adam Foote,198,False
20252026,2025-10-14,2025020049,2,NSH,Andrew Brunette,190,False
20252026,2025-10-14,2025020049,2,NSH,Andrew Brunette,35,False
20252026,2025-10-14,2025020054,2,MIN,John Hynes,68,False
20252026,2025-10-15,2025020058,2,FLA,Paul Maurice,18,False
20252026,2025-10-16,2025020064,2,FLA,Paul Maurice,122,False
20252026,2025-10-16,2025020066,2,PHI,Rick Tocchet,120,False
20252026,2025-10-16,2025020067,2,CBJ,Dean Evason,211,False
20252026,2025-10-16,2025020068,2,DAL,Glen Gulutzan,132,True
20252026,2025-10-18,2025020078,2,EDM,Kris Knoblauch,145,False
20252026,2025-10-18,2025020083,2,DAL,Glen Gulutzan,48,False
20252026,2025-10-18,2025020085,2,BOS,Marco Sturm,157,False
20252026,2025-10-18,2025020088,2,SJS,Ryan Warsofsky,170,True
20252026,2025-10-19,2025020089,2,WSH,Spencer Carbery,145,False
20252026,2025-10-20,2025020093,2,NYR,Mike Sullivan,81,False
20252026,2025-10-20,2025020097,2,CAR,Rod Brind'Amour,149,False
20252026,2025-10-21,2025020098,2,TOR,Craig Berube,105,False
20252026,2025-10-21,2025020102,2,SEA,Lane Lambert,156,False
20252026,2025-10-22,2025020108,2,MIN,John Hynes,97,False
20252026,2025-10-22,2025020109,2,DET,Todd McLellan,178,False
20252026,2025-10-23,2025020114,2,FLA,Paul Maurice,222,False
20252026,2025-10-23,2025020117,2,STL,Jim Montgomery,153,False
20252026,2025-10-23,2025020120,2,WPG,Scott Arniel,77,False
20252026,2025-10-24,2025020123,2,TOR,Craig Berube,168,True
20252026,2025-10-25,2025020128,2,COL,Jared Bednar,143,False
20252026,2025-10-25,2025020136,2,VAN,Adam Foote,240,False
20252026,2025-10-26,2025020144,2,CHI,Jeff Blashill,52,False
20252026,2025-10-27,2025020148,2,STL,Jim Montgomery,181,False
20252026,2025-10-28,2025020154,2,NYI,Patrick Roy,209,False
20252026,2025-10-28,2025020155,2,CAR,Rod Brind'Amour,93,False
20252026,2025-10-28,2025020156,2,NSH,Andrew Brunette,236,True
20252026,2025-10-28,2025020158,2,STL,Jim Montgomery,253,False
20252026,2025-10-28,2025020162,2,UTA,Andr̩ Tourigny,183,True
20252026,2025-10-28,2025020163,2,VAN,Adam Foote,73,False
20252026,2025-10-30,2025020170,2,NSH,Andrew Brunette,280,True
20252026,2025-10-30,2025020173,2,MIN,John Hynes,166,False
20252026,2025-10-30,2025020177,2,LAK,Jim Hiller,142,False
20252026,2025-10-31,2025020180,2,DET,Todd McLellan,152,False
20252026,2025-11-01,2025020181,2,CAR,Rod Brind'Amour,169,False
20252026,2025-11-01,2025020182,2,PIT,Dan Muse,110,False
20252026,2025-11-01,2025020188,2,PHI,Rick Tocchet,164,False
20252026,2025-11-01,2025020190,2,VAN,Adam Foote,238,False
20252026,2025-11-01,2025020191,2,LAK,Jim Hiller,261,True
20252026,2025-11-02,2025020197,2,NJD,Sheldon Keefe,212,False
20252026,2025-11-03,2025020202,2,CHI,Jeff Blashill,130,False
20252026,2025-11-04,2025020206,2,NYR,Mike Sullivan,158,False
20252026,2025-11-04,2025020212,2,WPG,Scott Arniel,159,False
20252026,2025-11-05,2025020213,2,UTA,Andr̩ Tourigny,235,False
20252026,2025-11-05,2025020213,2,UTA,Andr̩ Tourigny,45,False
20252026,2025-11-05,2025020216,2,VAN,Adam Foote,83,False
20252026,2025-11-06,2025020219,2,BUF,Lindy Ruff,62,False
20252026,2025-11-06,2025020221,2,WSH,Spencer Carbery,60,False
20252026,2025-11-06,2025020223,2,NSH,Andrew Brunette,44,False
20252026,2025-11-06,2025020224,2,DAL,Glen Gulutzan,236,False
20252026,2025-11-06,2025020224,2,DAL,Glen Gulutzan,95,False
20252026,2025-11-06,2025020225,2,VGK,Bruce Cassidy,130,False
20252026,2025-11-08,2025020234,2,TOR,Craig Berube,135,False
20252026,2025-11-08,2025020238,2,BUF,Lindy Ruff,111,False
20252026,2025-11-09,2025020244,2,DET,Todd McLellan,226,False
20252026,2025-11-09,2025020247,2,UTA,Andr̩ Tourigny,173,False
20252026,2025-11-09,2025020249,2,CGY,Ryan Huska,31,False
20252026,2025-11-11,2025020256,2,TOR,Craig Berube,124,False
20252026,2025-11-11,2025020259,2,CAR,Rod Brind'Amour,120,True
20252026,2025-11-11,2025020262,2,ANA,Joel Quenneville,207,False
20252026,2025-11-11,2025020263,2,VAN,Adam Foote,240,False
20252026,2025-11-12,2025020267,2,BUF,Lindy Ruff,148,False
20252026,2025-11-13,2025020272,2,ANA,Joel Quenneville,159,False
20252026,2025-11-13,2025020273,2,WSH,Spencer Carbery,113,False
20252026,2025-11-13,2025020275,2,BUF,Lindy Ruff,142,False
20252026,2025-11-13,2025020278,2,WPG,Scott Arniel,62,False
20252026,2025-11-15,2025020284,2,ANA,Joel Quenneville,34,False
20252026,2025-11-15,2025020295,2,SJS,Ryan Warsofsky,233,True
20252026,2025-11-17,2025020303,2,VAN,Adam Foote,359,True
20252026,2025-11-18,2025020310,2,DAL,Glen Gulutzan,137,False
20252026,2025-11-18,2025020312,2,CGY,Ryan Huska,162,False
20252026,2025-11-18,2025020313,2,NYR,Mike Sullivan,163,False
20252026,2025-11-19,2025020315,2,EDM,Kris Knoblauch,44,False
20252026,2025-11-20,2025020320,2,MTL,Martin St. Louis,143,False
20252026,2025-11-20,2025020326,2,NYR,Mike Sullivan,77,False
20252026,2025-11-20,2025020328,2,VAN,Adam Foote,81,False
20252026,2025-11-22,2025020336,2,NYI,Patrick Roy,246,False
20252026,2025-11-22,2025020337,2,TOR,Craig Berube,255,False
20252026,2025-11-22,2025020338,2,FLA,Paul Maurice,133,False
20252026,2025-11-22,2025020341,2,WSH,Spencer Carbery,184,False
20252026,2025-11-22,2025020343,2,NSH,Andrew Brunette,55,False
20252026,2025-11-23,2025020347,2,CAR,Rod Brind'Amour,175,False
20252026,2025-11-24,2025020353,2,PHI,Rick Tocchet,60,False
20252026,2025-11-24,2025020355,2,STL,Jim Montgomery,160,True
20252026,2025-11-24,2025020358,2,VGK,Bruce Cassidy,284,False
20252026,2025-11-26,2025020361,2,DET,Todd McLellan,237,False
20252026,2025-11-26,2025020365,2,NYI,Patrick Roy,274,False
20252026,2025-11-26,2025020368,2,CAR,Rod Brind'Amour,71,False
20252026,2025-11-26,2025020374,2,ANA,Joel Quenneville,84,False
20252026,2025-11-28,2025020376,2,BOS,Marco Sturm,238,False
20252026,2025-11-28,2025020377,2,DET,Todd McLellan,176,False
20252026,2025-11-28,2025020380,2,FLA,Paul Maurice,56,False
20252026,2025-11-28,2025020383,2,VGK,Bruce Cassidy,189,False
20252026,2025-11-28,2025020387,2,WPG,Scott Arniel,106,False
20252026,2025-11-29,2025020391,2,NYR,Mike Sullivan,151,False
20252026,2025-11-29,2025020397,2,NSH,Andrew Brunette,261,False
20252026,2025-11-30,2025020402,2,NYI,Patrick Roy,71,False
20252026,2025-11-30,2025020403,2,ANA,Joel Quenneville,104,False
20252026,2025-12-01,2025020406,2,NJD,Sheldon Keefe,275,False
20252026,2025-12-01,2025020409,2,STL,Jim Montgomery,207,False
20252026,2025-12-02,2025020412,2,BOS,Marco Sturm,209,False
20252026,2025-12-02,2025020413,2,FLA,Paul Maurice,79,False
20252026,2025-12-02,2025020417,2,VAN,Adam Foote,192,False
20252026,2025-12-02,2025020420,2,LAK,Jim Hiller,69,False
20252026,2025-12-04,2025020427,2,OTT,Travis Green,36,False
20252026,2025-12-04,2025020430,2,COL,Jared Bednar,218,False
20252026,2025-12-04,2025020433,2,MIN,John Hynes,209,False
20252026,2025-12-05,2025020436,2,NJD,Sheldon Keefe,201,False
20252026,2025-12-05,2025020437,2,BUF,Lindy Ruff,103,False
20252026,2025-12-05,2025020438,2,SJS,Ryan Warsofsky,146,False
20252026,2025-12-05,2025020439,2,VAN,Adam Foote,108,False
20252026,2025-12-06,2025020443,2,NJD,Sheldon Keefe,158,False
20252026,2025-12-06,2025020451,2,MIN,John Hynes,120,False
20252026,2025-12-07,2025020454,2,NYI,Patrick Roy,187,False
20252026,2025-12-07,2025020455,2,CAR,Rod Brind'Amour,125,False
20252026,2025-12-07,2025020457,2,MTL,Martin St. Louis,342,True
20252026,2025-12-07,2025020459,2,CBJ,Dean Evason,29,False
20252026,2025-12-08,2025020462,2,UTA,Andr̩ Tourigny,43,False
20252026,2025-12-08,2025020463,2,BUF,Lindy Ruff,228,False
20252026,2025-12-08,2025020463,2,BUF,Lindy Ruff,41,False
20252026,2025-12-08,2025020465,2,SEA,Lane Lambert,60,False
20252026,2025-12-09,2025020469,2,SJS,Ryan Warsofsky,226,False
20252026,2025-12-09,2025020471,2,CBJ,Dean Evason,188,False
20252026,2025-12-09,2025020472,2,STL,Jim Montgomery,221,False
20252026,2025-12-11,2025020484,2,PIT,Dan Muse,203,False
20252026,2025-12-11,2025020486,2,CBJ,Dean Evason,190,False
20252026,2025-12-11,2025020488,2,DAL,Glen Gulutzan,55,False
20252026,2025-12-11,2025020489,2,WPG,Scott Arniel,192,False
20252026,2025-12-11,2025020491,2,DET,Todd McLellan,179,False
20252026,2025-12-12,2025020494,2,SEA,Lane Lambert,100,False
20252026,2025-12-13,2025020495,2,ANA,Joel Quenneville,250,False
20252026,2025-12-13,2025020497,2,SJS,Ryan Warsofsky,196,False
20252026,2025-12-13,2025020506,2,NSH,Andrew Brunette,246,False
20252026,2025-12-15,2025020517,2,STL,Jim Montgomery,231,False
20252026,2025-12-15,2025020518,2,LAK,Jim Hiller,106,False
20252026,2025-12-16,2025020521,2,MTL,Martin St. Louis,206,False
20252026,2025-12-16,2025020523,2,NYR,Mike Sullivan,239,True
20252026,2025-12-16,2025020524,2,PIT,Dan Muse,157,False
20252026,2025-12-16,2025020527,2,CGY,Ryan Huska,199,False
20252026,2025-12-17,2025020532,2,NSH,Andrew Brunette,212,False
20252026,2025-12-18,2025020534,2,BOS,Marco Sturm,120,False
20252026,2025-12-18,2025020536,2,CHI,Jeff Blashill,248,False
20252026,2025-12-18,2025020540,2,CBJ,Dean Evason,87,False
20252026,2025-12-18,2025020543,2,SJS,Ryan Warsofsky,37,False
20252026,2025-12-19,2025020544,2,FLA,Paul Maurice,262,True
20252026,2025-12-19,2025020545,2,NYI,Patrick Roy,232,False
20252026,2025-12-20,2025020550,2,WSH,Spencer Carbery,242,False
20252026,2025-12-20,2025020551,2,CHI,Jeff Blashill,49,False
20252026,2025-12-20,2025020552,2,EDM,Kris Knoblauch,171,False
20252026,2025-12-20,2025020558,2,TOR,Craig Berube,54,False
20252026,2025-12-20,2025020559,2,VGK,Bruce Cassidy,99,False
20252026,2025-12-20,2025020561,2,SJS,Ryan Warsofsky,50,False
20252026,2025-12-21,2025020565,2,NJD,Sheldon Keefe,92,False
20252026,2025-12-21,2025020568,2,TOR,Craig Berube,171,False
20252026,2025-12-22,2025020574,2,LAK,Jim Hiller,266,True
20252026,2025-12-23,2025020575,2,PIT,Dan Muse,95,False
20252026,2025-12-23,2025020576,2,WSH,Spencer Carbery,239,False
20252026,2025-12-23,2025020583,2,CHI,Jeff Blashill,71,False
20252026,2025-12-27,2025020589,2,BOS,Marco Sturm,199,False
20252026,2025-12-27,2025020590,2,OTT,Travis Green,60,False
20252026,2025-12-27,2025020591,2,FLA,Paul Maurice,33,True
20252026,2025-12-27,2025020593,2,DET,Todd McLellan,247,True
20252026,2025-12-27,2025020599,2,VAN,Adam Foote,185,False
20252026,2025-12-28,2025020605,2,PHI,Rick Tocchet,200,False
20252026,2025-12-28,2025020605,2,PHI,Rick Tocchet,99,False
20252026,2025-12-29,2025020609,2,WPG,Scott Arniel,63,False
20252026,2025-12-29,2025020615,2,ANA,Joel Quenneville,298,False
20252026,2025-12-30,2025020621,2,VAN,Adam Foote,169,True
20252026,2025-12-30,2025020621,2,VAN,Adam Foote,62,False
20252026,2025-12-31,2025020622,2,NYR,Mike Sullivan,83,False
20252026,2025-12-31,2025020623,2,VGK,Bruce Cassidy,273,True
20252026,2026-01-01,2025020636,2,CAR,Rod Brind'Amour,236,False
20252026,2026-01-01,2025020636,2,CAR,Rod Brind'Amour,43,False
20252026,2026-01-01,2025020637,2,DAL,Glen Gulutzan,220,False
20252026,2026-01-01,2025020638,2,NSH,Andrew Brunette,244,False
20252026,2026-01-03,2025020644,2,DET,Todd McLellan,32,False
20252026,2026-01-03,2025020647,2,EDM,Kris Knoblauch,233,False
20252026,2026-01-03,2025020648,2,MTL,Martin St. Louis,221,False
20252026,2026-01-03,2025020650,2,WPG,Scott Arniel,141,False
20252026,2026-01-04,2025020660,2,NJD,Sheldon Keefe,220,False
20252026,2026-01-05,2025020663,2,ANA,Joel Quenneville,42,False
20252026,2026-01-05,2025020664,2,OTT,Travis Green,230,True
20252026,2026-01-05,2025020665,2,CGY,Ryan Huska,250,False
20252026,2026-01-05,2025020666,2,MIN,John Hynes,77,False
20252026,2026-01-06,2025020667,2,VAN,Adam Foote,56,False
20252026,2026-01-06,2025020668,2,COL,Jared Bednar,64,False
20252026,2026-01-06,2025020670,2,ANA,Joel Quenneville,107,False
20252026,2026-01-06,2025020672,2,FLA,Paul Maurice,242,False
20252026,2026-01-06,2025020675,2,CBJ,Dean Evason,122,False
20252026,2026-01-06,2025020676,2,BOS,Marco Sturm,117,False
20252026,2026-01-07,2025020677,2,WSH,Spencer Carbery,93,False
20252026,2026-01-07,2025020680,2,OTT,Travis Green,130,False
20252026,2026-01-08,2025020683,2,FLA,Paul Maurice,192,False
20252026,2026-01-08,2025020684,2,VAN,Adam Foote,308,False
20252026,2026-01-08,2025020685,2,NYR,Mike Sullivan,176,True
20252026,2026-01-08,2025020688,2,ANA,Joel Quenneville,169,False
20252026,2026-01-08,2025020692,2,CBJ,Dean Evason,200,False
20252026,2026-01-09,2025020696,2,STL,Jim Montgomery,151,True
20252026,2026-01-10,2025020701,2,ANA,Joel Quenneville,95,False
20252026,2026-01-10,2025020704,2,OTT,Travis Green,120,False
20252026,2026-01-10,2025020707,2,NSH,Andrew Brunette,257,False
20252026,2026-01-10,2025020710,2,STL,Jim Montgomery,19,False
20252026,2026-01-12,2025020716,2,BUF,Lindy Ruff,36,False
20252026,2026-01-13,2025020729,2,DET,Todd McLellan,247,False
20252026,2026-01-13,2025020732,2,NYI,Patrick Roy,160,False
20252026,2026-01-13,2025020734,2,DAL,Glen Gulutzan,284,False
20252026,2026-01-14,2025020736,2,PHI,Rick Tocchet,185,False
20252026,2026-01-15,2025020740,2,MTL,Martin St. Louis,44,False
20252026,2026-01-16,2025020749,2,SJS,Ryan Warsofsky,76,False
20252026,2026-01-16,2025020752,2,COL,Jared Bednar,186,False
20252026,2026-01-17,2025020756,2,NYI,Patrick Roy,109,True
20252026,2026-01-17,2025020757,2,SEA,Lane Lambert,179,False
20252026,2026-01-17,2025020758,2,MTL,Martin St. Louis,280,False
20252026,2026-01-17,2025020761,2,WSH,Spencer Carbery,34,False
20252026,2026-01-18,2025020767,2,DAL,Glen Gulutzan,235,False
20252026,2026-01-19,2025020772,2,SEA,Lane Lambert,120,False
20252026,2026-01-19,2025020773,2,FLA,Paul Maurice,193,False
20252026,2026-01-19,2025020774,2,TOR,Craig Berube,192,False
20252026,2026-01-19,2025020776,2,WPG,Scott Arniel,15,False
20252026,2026-01-19,2025020778,2,VAN,Adam Foote,213,False
20252026,2026-01-20,2025020781,2,SJS,Ryan Warsofsky,227,False
